fid,id,Trial,Row,Column,,MasonPlot#,,,709ExG_mean,709ExG_variance,709ExR_mean,709ExR_variance,709gNDVI_mean,709gNDVI_variance,709gNDRE_mean,709gNDRE_variance,709NDVI_mean,709NDVI_variance,709THRESH_mean,709THRESH_variance,709PltCounts_,709HA_mean
455,171,2504,18,3,25041803,1803,7/09/2025,40,15.43249331,393.4921837,45.4031367,516.6349184,0.190054058,0.0364603,0.038514368,0.019538818,-0.056600771,0.001631665,0.320484302,0.217774114,0.983815113,430
456,172,2504,18,4,25041804,1804,7/09/2025,40,12.53947109,394.2645515,49.15503983,486.418172,0.14586685,0.033332009,0.007665722,0.017768093,-0.066036508,0.001333993,0.24462782,0.18478505,0.862650383,267
457,173,2504,19,1,25041901,1901,7/09/2025,40,16.60407807,535.8430768,51.21009377,478.2190499,0.173905023,0.031002279,0.026355563,0.014598182,-0.063186719,0.000822782,0.273101079,0.198516879,0.950730925,295
458,174,2504,19,2,25041902,1902,7/09/2025,40,14.31402259,555.5412918,52.10391189,597.4401541,0.156956142,0.036213271,0.017423942,0.018586688,-0.062921807,0.001098342,0.257273214,0.191083707,0.837185563,278
459,175,2504,19,3,25041903,1903,7/09/2025,40,10.3091631,283.2697876,55.56223811,469.0992803,0.141003226,0.02869985,0.008723136,0.015625292,-0.067318214,0.000895947,0.216067808,0.16938251,0.968356968,388
460,176,2504,19,4,25041904,1904,7/09/2025,40,14.64337397,570.0343371,52.21698808,668.6500412,0.155008234,0.038789903,0.019129504,0.020096933,-0.063023847,0.001536795,0.26278893,0.193730908,0.854997175,256
461,177,2504,20,1,25042001,2001,7/09/2025,40,16.23126953,376.5815906,52.61432553,500.750275,0.17927119,0.03060294,0.036008118,0.015731563,-0.050704119,0.001028472,0.285497086,0.2039885,0.97311436,319
462,178,2504,20,2,25042002,2002,7/09/2025,40,13.62123346,415.4527623,53.24809348,604.7186925,0.163801637,0.036197795,0.026066838,0.0200664,-0.053724656,0.001383103,0.266065897,0.195274835,0.875870366,276
463,179,2504,20,3,25042003,2003,7/09/2025,40,18.45658539,443.2510433,45.13115602,715.778457,0.230845939,0.043237403,0.084073877,0.025697707,-0.040329393,0.001696632,0.374204629,0.234175525,0.973477944,379
464,180,2504,20,4,25042004,2004,7/09/2025,40,16.27354879,545.5155939,51.17936489,807.5258517,0.183638608,0.044631976,0.044235597,0.024629308,-0.055455122,0.001657279,0.308400428,0.213289604,0.897650426,228
465,181,2504,21,1,25042101,2101,7/09/2025,40,21.73757427,495.0406199,49.99533102,710.7085509,0.214362154,0.038363906,0.043236164,0.019570556,-0.043906501,0.001513927,0.365886627,0.232013603,0.976140133,420
466,182,2504,21,2,25042102,2102,7/09/2025,40,14.5692598,454.769651,57.86327736,643.737865,0.14714388,0.032964313,-0.004475703,0.016952452,-0.062340526,0.001284045,0.244113339,0.184522017,0.8987351,307
467,183,2504,21,3,25042103,2103,7/09/2025,40,17.05475285,399.9059727,51.78369807,602.3140672,0.17926736,0.034488292,0.025501911,0.01835268,-0.06003079,0.001342002,0.312688354,0.214914347,0.965169686,428
468,184,2504,21,4,25042104,2104,7/09/2025,40,16.11709048,473.1030705,53.29541831,792.4234192,0.169262461,0.042418892,0.027241827,0.024250835,-0.0637706,0.001810557,0.289346963,0.205625298,0.914786191,225
469,185,2504,22,1,25042201,2201,7/09/2025,40,18.98836718,391.4107595,53.76590147,902.6996042,0.217363814,0.042266416,0.062066718,0.024275791,-0.049175361,0.001911481,0.364814241,0.231724811,0.989172636,341
470,186,2504,22,2,25042202,2202,7/09/2025,40,12.02543877,301.8897943,61.41860438,703.8775136,0.146440117,0.03441309,0.005578217,0.020149735,-0.059289396,0.00168276,0.254641237,0.189799078,0.911617819,318
471,187,2504,22,3,25042203,2203,7/09/2025,40,19.75961024,607.3124006,53.71965417,890.0344024,0.185034152,0.042982743,0.032503302,0.023614715,-0.057406313,0.001570422,0.327494438,0.220241831,0.908406547,351
472,188,2504,22,4,25042204,2204,7/09/2025,40,19.33087407,598.771464,53.66084705,962.2270641,0.182409364,0.046760441,0.033843584,0.025710904,-0.057500958,0.002026117,0.335717504,0.223011261,0.908938466,295
473,189,2504,23,1,25042301,2301,7/09/2025,40,23.37910355,555.181327,55.05507629,955.6238689,0.220227906,0.042044523,0.060383948,0.022635792,-0.056145076,0.001667512,0.366293147,0.232122477,0.965330563,358
474,190,2504,23,2,25042302,2302,7/09/2025,40,14.3447023,429.9086968,61.85922379,865.3470742,0.161642819,0.039846761,0.009654758,0.023764868,-0.055091398,0.002016193,0.256576353,0.190744928,0.838388073,211
475,191,2504,23,3,25042303,2303,7/09/2025,40,25.15968682,761.8566079,49.44164813,1030.83993,0.229444402,0.047239685,0.052408961,0.025143042,-0.044046103,0.002078546,0.388064325,0.237470405,0.969268906,368
476,192,2504,23,4,25042304,2304,7/09/2025,40,15.4413098,644.5588003,63.26997776,894.4447235,0.136804348,0.038578938,-0.014800708,0.020764491,-0.068191915,0.001566133,0.234929752,0.179737764,0.825043288,194
477,193,2504,24,1,25042401,2401,7/09/2025,40,24.82272279,466.8373888,50.10876532,911.7005168,0.275894741,0.041134896,0.093930422,0.024462617,-0.030971964,0.002263253,0.424553006,0.244307751,0.943645543,238
478,194,2504,24,2,25042402,2402,7/09/2025,40,19.61991383,427.7894742,51.98288514,1001.999358,0.254609078,0.042896446,0.0883987,0.029032334,-0.03027796,0.00274265,0.344578042,0.225844015,0.732734265,88
479,195,2504,24,3,25042403,2403,7/09/2025,40,23.56383968,488.8921234,47.35336732,876.6044556,0.277857511,0.039467791,0.103632448,0.024476544,-0.030815073,0.002254626,0.412866518,0.242407756,0.95248077,276
480,196,2504,24,4,25042404,2404,7/09/2025,40,22.64397994,642.1471806,50.60335229,954.0710197,0.251708424,0.042565677,0.082228366,0.025726065,-0.037005602,0.002435562,0.362330272,0.231047046,0.837075785,141
481,1001,2506,1,1,25060101,101,7/09/2025,40,24.58469684,453.4326656,52.41501028,930.6017888,0.24483497,0.035569883,0.093336611,0.021542194,-0.038685945,0.002449029,0.417527951,0.243198361,0.980058694,346
482,1002,2506,1,2,25060102,102,7/09/2025,40,27.22652245,449.8000199,50.63642049,961.1826918,0.270240829,0.036758585,0.117000921,0.021931099,-0.032367657,0.002434176,0.460903611,0.248471472,0.973660706,346
483,1003,2506,1,3,25060103,103,7/09/2025,40,22.18141119,330.588134,53.64468409,805.5389296,0.248874154,0.032705151,0.099840639,0.019442187,-0.031277798,0.002382049,0.408463791,0.241621122,0.960449094,282
484,1004,2506,1,4,25060104,104,7/09/2025,40,22.59988734,397.200507,54.55347135,1041.446503,0.252896715,0.04001977,0.092581958,0.024930618,-0.030343572,0.002783728,0.444275454,0.246894775,0.877472157,259
485,1005,2506,1,5,25060105,105,7/09/2025,40,26.09653988,374.7080707,49.15066866,762.4297621,0.271582934,0.03081385,0.105753897,0.018414147,-0.025784481,0.002004598,0.454460993,0.247926199,0.999908862,399
486,1006,2506,2,1,25060201,201,7/09/2025,40,30.42699414,590.0377639,50.46905137,907.0546097,0.271629324,0.037387875,0.117453912,0.020646125,-0.033728648,0.00201751,0.467947274,0.248972623,0.993493238,439
487,1007,2506,2,2,25060202,202,7/09/2025,40,26.31995494,655.355339,55.43943107,1225.506131,0.236876634,0.0479077,0.097166856,0.027231868,-0.040798309,0.002634557,0.421799747,0.24388472,0.946684408,377
488,1008,2506,2,3,25060203,203,7/09/2025,40,27.66055588,454.4613314,49.54041848,870.3873685,0.280097016,0.038295711,0.129102246,0.022077839,-0.028933832,0.001848261,0.51460111,0.249786808,0.992198465,378
489,1009,2506,2,4,25060204,204,7/09/2025,40,25.54378062,405.6256946,48.87939636,952.7645245,0.271423979,0.042240322,0.116756836,0.02590801,-0.032532972,0.002144778,0.513063799,0.249829337,0.981936166,393
490,1010,2506,2,5,25060205,205,7/09/2025,40,29.98704554,564.6058194,46.30729111,939.6894146,0.274434516,0.040262346,0.114801316,0.022208392,-0.034765808,0.001747274,0.485510716,0.249790061,0.997575691,332
491,1011,2506,3,1,25060301,301,7/09/2025,40,33.83143251,827.7471475,48.9447664,957.3063737,0.257919888,0.042266218,0.100285804,0.022468767,-0.046599027,0.001924489,0.462955141,0.248627678,0.990466816,398
492,1012,2506,3,2,25060302,302,7/09/2025,40,34.31780675,924.0552691,44.68624292,1265.957386,0.276097606,0.058260515,0.123342571,0.032963876,-0.038350435,0.002965096,0.513897885,0.249806849,0.949423151,333
493,1013,2506,3,3,25060303,303,7/09/2025,40,26.47431854,508.563882,46.62818204,770.7312224,0.254908013,0.039819823,0.110490314,0.021742763,-0.029395865,0.001799382,0.457648119,0.248206318,0.994586713,301
494,1014,2506,3,4,25060304,304,7/09/2025,40,34.11588164,748.2578066,44.43157748,987.0970724,0.278563599,0.046722623,0.113270864,0.025907843,-0.034801089,0.002124876,0.525887553,0.249329835,0.985838224,379
495,1015,2506,3,5,25060305,305,7/09/2025,40,33.97941657,754.2425509,42.79446416,884.0031374,0.273057505,0.042348103,0.111746346,0.021942672,-0.039604415,0.001831397,0.505265529,0.249972274,0.992016914,381
496,1016,2506,4,1,25060401,401,7/09/2025,40,39.13493426,864.7781386,33.36236593,822.7294865,0.303737243,0.045944949,0.135989058,0.02459706,-0.030964323,0.001798333,0.553193885,0.247170411,0.982884016,273
497,1017,2506,4,2,25060402,402,7/09/2025,40,38.84782364,920.0720335,30.64095388,979.6083602,0.316771781,0.056044311,0.150991775,0.031489456,-0.022493641,0.002346505,0.585224393,0.242736803,0.972769525,267
498,1018,2506,4,3,25060403,403,7/09/2025,40,29.90593139,593.5930212,36.7154847,635.9509978,0.265067269,0.041976253,0.111513665,0.021947853,-0.026722648,0.00152114,0.492902608,0.249949627,0.964514189,269
499,1019,2506,4,4,25060404,404,7/09/2025,40,34.91685444,1081.221343,37.81902884,1162.015255,0.247677967,0.060534114,0.078929334,0.032630189,-0.044843627,0.00235103,0.480368409,0.249614601,0.888374467,232
500,1020,2506,4,5,25060405,405,7/09/2025,40,40.96233108,828.2852928,31.10662162,738.79021,0.297558147,0.041031345,0.119324959,0.019871994,-0.038337613,0.001252853,0.552195946,0.247275583,0.990576183,401
501,1021,2506,5,1,25060501,501,7/09/2025,40,35.60312051,766.0323084,33.89783423,725.5756287,0.263841602,0.044378755,0.109199615,0.021600726,-0.037644393,0.00140369,0.505280649,0.249972115,0.982229756,353
502,1022,2506,5,2,25060502,502,7/09/2025,40,35.08639193,839.2046995,35.74130306,883.882749,0.25255524,0.052846788,0.101426463,0.026644005,-0.041052637,0.001882154,0.504605504,0.249978789,0.979311351,408
503,1023,2506,5,3,25060503,503,7/09/2025,40,32.71142471,745.5753633,39.35919104,772.0021608,0.237276722,0.04689887,0.086698129,0.022728583,-0.044088284,0.001311724,0.464171033,0.248716285,0.97400751,326
504,1024,2506,5,4,25060504,504,7/09/2025,40,35.13523031,990.1058993,37.51574024,1098.147074,0.254332599,0.062130855,0.095864867,0.032691619,-0.043967488,0.002176421,0.488068742,0.249857645,0.957879197,262
505,1025,2506,5,5,25060505,505,7/09/2025,40,40.73312305,837.8205163,32.20928267,829.9487826,0.296363925,0.046549676,0.123880105,0.023187687,-0.04063973,0.001437402,0.552200974,0.247275058,0.978802515,347
506,1026,2506,6,1,25060601,601,7/09/2025,40,36.01869633,805.0488972,34.58077432,777.5860111,0.270342447,0.047324102,0.110860347,0.023588405,-0.035186641,0.001673466,0.500746164,0.249999443,0.984453031,320
507,1027,2506,6,2,25060602,602,7/09/2025,40,35.81753675,915.5731159,35.88387678,948.2891634,0.261588407,0.056460416,0.103689636,0.029130925,-0.032706444,0.002353982,0.498620262,0.249998096,0.966077906,323
508,1028,2506,6,3,25060603,603,7/09/2025,40,31.49832437,568.5308837,36.78302402,666.3017329,0.255719725,0.045150943,0.10299166,0.023158281,-0.030555382,0.00168789,0.4906925,0.24991337,0.974535645,306
509,1029,2506,6,4,25060604,604,7/09/2025,40,36.70905148,746.3006424,33.59006422,944.1852414,0.280268571,0.056039355,0.117486766,0.030104213,-0.036335895,0.002438616,0.549904247,0.247509566,0.967263912,329
510,1030,2506,6,5,25060605,605,7/09/2025,40,41.99791655,652.1153175,26.86588209,573.9474696,0.325408347,0.038494679,0.152520712,0.019025704,-0.028137796,0.001878861,0.609043302,0.238109558,0.996300009,544
511,2001,2506,7,1,25060701,701,7/09/2025,40,36.81521647,979.4442359,35.8194755,898.5182725,0.250972915,0.052093385,0.087032217,0.026188575,-0.050715387,0.001427495,0.473620461,0.24930412,0.993548034,273
512,2002,2506,7,2,25060702,702,7/09/2025,40,38.40488189,1064.644568,34.27555956,1080.507978,0.26431783,0.061389387,0.098965378,0.032139988,-0.045401513,0.001913936,0.506686562,0.24995529,0.970235491,312
513,2003,2506,7,3,25060703,703,7/09/2025,40,36.21123032,728.8559759,32.7524091,600.0928645,0.277477531,0.04211737,0.112302521,0.020468717,-0.033984342,0.001224046,0.520148686,0.24959403,0.992964678,333
514,2004,2506,7,4,25060704,704,7/09/2025,40,39.76104101,1026.943237,33.66913586,911.4502253,0.270507764,0.05573605,0.103406891,0.027593057,-0.045224928,0.00187489,0.514505408,0.249789593,0.978309212,257
515,2005,2506,7,5,25060705,705,7/09/2025,40,42.85101949,855.8177845,28.91137771,699.9770818,0.306352447,0.04375383,0.133856233,0.020885092,-0.039529875,0.001668348,0.565590853,0.24569784,0.97909414,378
516,2006,2506,8,1,25060801,801,7/09/2025,40,36.75983209,853.9919869,33.71342685,694.4116444,0.255920295,0.048590436,0.092980856,0.02420819,-0.04475797,0.001502848,0.493971152,0.249963653,0.968502789,346
517,2007,2506,8,2,25060802,802,7/09/2025,40,35.02563019,809.5498853,35.20035487,967.8623182,0.254647072,0.060254541,0.094446758,0.033070532,-0.040336875,0.002393738,0.51668779,0.249721518,0.94512084,376
518,2008,2506,8,3,25060803,803,7/09/2025,40,35.84246691,891.6236767,33.5330949,724.711215,0.253313342,0.051156112,0.090708317,0.024851587,-0.041668842,0.001483715,0.481582653,0.249660801,0.956020122,248
519,2009,2506,8,4,25060804,804,7/09/2025,40,39.31809862,1114.345717,31.02703387,936.222902,0.273302477,0.05996,0.106806122,0.030526733,-0.043312222,0.001930787,0.49998592,0.25,0.958970527,231
520,2010,2506,8,5,25060805,805,7/09/2025,40,46.74400856,912.6505685,23.27431919,632.2305781,0.339961121,0.043411014,0.158391415,0.021041923,-0.032236563,0.001408646,0.614689234,0.23684638,0.988809302,328
521,2011,2506,9,1,25060901,901,7/09/2025,40,36.04658105,802.7956786,37.18761405,660.5357218,0.23827663,0.042255246,0.078719778,0.020076937,-0.058295652,0.001334112,0.45629154,0.248089571,0.970051585,395
522,2012,2506,9,2,25060902,902,7/09/2025,40,34.22768234,809.2574539,35.0434976,986.2078706,0.24839089,0.061796011,0.092841042,0.033917899,-0.052364085,0.002591204,0.500901155,0.249999188,0.931469398,298
523,2013,2506,9,3,25060903,903,7/09/2025,40,29.41751126,542.2523172,35.53480293,616.5359397,0.243695906,0.045810312,0.093517812,0.023496224,-0.040403144,0.001564861,0.460951577,0.248475221,0.960231104,256
524,2014,2506,9,4,25060904,904,7/09/2025,40,31.88221052,799.1322645,40.24696376,969.6726645,0.216697345,0.058208823,0.060402399,0.031614057,-0.055586557,0.002300074,0.44579263,0.247061561,0.935400375,311
525,2015,2506,9,5,25060905,905,7/09/2025,40,31.81495875,595.8485848,37.76059248,746.2244777,0.249358905,0.047348712,0.094272712,0.025691085,-0.051490831,0.001638703,0.487792515,0.249850977,0.97475668,430
526,2016,2506,10,1,25061001,1001,7/09/2025,40,33.90855839,793.3141482,37.71247851,807.6452554,0.233610593,0.049809144,0.076144802,0.025850443,-0.062149437,0.001669639,0.445042102,0.246979629,0.963416635,251
527,2017,2506,10,2,25061002,1002,7/09/2025,40,30.36181357,861.4735404,41.72534497,1039.67449,0.199748221,0.062839073,0.05441702,0.034340371,-0.065103298,0.002411317,0.404646578,0.240907725,0.888666108,254
528,2018,2506,10,3,25061003,1003,7/09/2025,40,41.91997859,791.2558279,27.25628257,626.7651634,0.326640581,0.044133041,0.140212395,0.02250103,-0.030343242,0.001601561,0.603695462,0.239247251,0.947649514,230
529,2019,2506,10,4,25061004,1004,7/09/2025,40,33.47842,849.2230414,38.12963765,936.9886625,0.258841752,0.056685879,0.085084907,0.030164692,-0.044028467,0.002163029,0.494580365,0.249970628,0.969635664,278
530,2020,2506,10,5,25061005,1005,7/09/2025,40,36.51503802,755.4846936,35.76978316,671.7679821,0.279871177,0.041353411,0.101486734,0.020157464,-0.041852648,0.001348777,0.522894959,0.249475821,0.991069313,461
531,2021,2506,11,1,25061101,1101,7/09/2025,40,34.76682157,799.7451209,33.60816222,737.7465787,0.264338159,0.048634409,0.101279927,0.024839084,-0.041686008,0.001446407,0.491620898,0.249929791,0.974228589,322
532,2022,2506,11,2,25061102,1102,7/09/2025,40,28.41220385,768.477523,40.86509284,849.3104789,0.210112379,0.056177141,0.062665565,0.029457986,-0.048622383,0.001972491,0.417612756,0.243212342,0.959137551,266
533,2023,2506,11,3,25061103,1103,7/09/2025,40,31.96203245,693.3548,37.98608607,653.5630663,0.256237302,0.046076347,0.094297092,0.022640325,-0.038419944,0.001669537,0.489578639,0.249891395,0.929918892,331
534,2024,2506,11,4,25061104,1104,7/09/2025,40,31.48311696,1101.694138,42.6123518,1158.785078,0.237088926,0.064381238,0.08463955,0.033200476,-0.04655253,0.00289331,0.419611929,0.243537758,0.954650675,148
535,2025,2506,11,5,25061105,1105,7/09/2025,40,42.43243776,869.4395324,27.22397206,847.9216696,0.353794991,0.048675579,0.175727564,0.025249648,-0.018271324,0.002821929,0.621747212,0.235177616,0.984052345,339
536,2026,2506,12,1,25061201,1201,7/09/2025,40,27.16008,622.8197309,41.52078533,671.8940601,0.214788406,0.045239387,0.06661364,0.023276583,-0.055624223,0.001509181,0.406101237,0.241183022,0.960920127,298
537,2027,2506,12,2,25061202,1202,7/09/2025,40,28.163536,784.3816313,43.26455264,863.1952883,0.210000885,0.055668699,0.061629682,0.029507842,-0.053485536,0.002402767,0.404122898,0.240807581,0.926910178,254
538,2028,2506,12,3,25061203,1203,7/09/2025,40,34.99929595,653.3530931,34.16312483,621.287121,0.307838849,0.046297763,0.143034733,0.024554973,-0.030068921,0.002028715,0.564054183,0.245897062,0.943365961,340
539,2029,2506,12,4,25061204,1204,7/09/2025,40,26.74029229,845.5577877,48.0203362,1100.360678,0.222767239,0.060435991,0.088325959,0.032663288,-0.056216814,0.003250981,0.411229691,0.242119832,0.913452424,204
540,2030,2506,12,5,25061205,1205,7/09/2025,40,37.23168534,902.8309156,38.06182218,1046.335302,0.302114722,0.057284409,0.144878687,0.031096889,-0.043089546,0.003180053,0.561433639,0.246225908,0.939483422,396
541,3001,2506,13,1,25061301,1301,7/09/2025,40,31.71680743,649.7351454,33.87127252,702.0450463,0.267900914,0.047943332,0.106269121,0.025043928,-0.035714353,0.00162819,0.491948198,0.249935168,0.978310794,250
542,3002,2506,13,2,25061302,1302,7/09/2025,40,19.70417816,420.4401937,46.79431836,683.0236362,0.178551755,0.047213054,0.044410594,0.026587913,-0.047379307,0.002186581,0.341854834,0.224990107,0.93454963,207
543,3003,2506,13,3,25061303,1303,7/09/2025,40,25.71564955,354.8090319,39.7261314,541.0405237,0.264506187,0.041173118,0.110390401,0.023456332,-0.037495714,0.001640486,0.510602946,0.249887578,0.960011665,351
544,3004,2506,13,4,25061304,1304,7/09/2025,40,20.1955334,500.9459674,50.16514588,886.3625029,0.183226142,0.052758884,0.048003644,0.030505823,-0.060441962,0.003099999,0.364396756,0.23161176,0.93701017,228
545,3005,2506,13,5,25061305,1305,7/09/2025,40,24.00121099,553.0307803,49.22734032,875.5526159,0.194946353,0.04682577,0.050110828,0.025847334,-0.064080556,0.002849224,0.38408246,0.236563124,0.975265211,382
546,3006,2506,14,1,25061401,1401,7/09/2025,40,31.19239758,585.4280824,34.96627903,622.0287382,0.272434141,0.042607101,0.108471967,0.022968681,-0.036069448,0.001615116,0.509024356,0.249918561,0.979092616,372
